Codigo;Descripcion;DescripcionGrupo;CodigoGrupo;Cuestionario;CodigoGrupo2
TC156Q06IA;En tus clases de lengua castellana, ¿con qué frecuencia: has ayudado al alumnado para que relacionen las historias que están leyendo con su porpia vida?;Metodologías inclusivas para la comprensión lectora y el pensamiento crítico;MEINCLU;Profesores;G3
TC156Q07IA;En tus clases de lengua castellana, ¿con qué frecuencia: has enseñado al alumnado como se construye la información en texto en los que ellos...?;Metodologías inclusivas para la comprensión lectora y el pensamiento crítico;MEINCLU;Profesores;G3
TC156Q08IA;En tus clases de lengua castellana, ¿con qué frecuencia: favorecido preguntas para motivar la participación activa del alumnado?;Metodologías inclusivas para la comprensión lectora y el pensamiento crítico;MEINCLU;Profesores;G3
TC157Q02HA;¿Con qué frecuencia preguntas a tu alumnado que: identifique las principales ideas de lo que están leyendo?;Metodologías inclusivas para la comprensión lectora y el pensamiento crítico;MEINCLU;Profesores;G3
TC157Q03HA;¿Con qué frecuencia preguntas a tu alumnado que: expliquen o apoyen lo que han entendido de lo que estaban leyendo?;Metodologías inclusivas para la comprensión lectora y el pensamiento crítico;MEINCLU;Profesores;G3
TC157Q07HA;¿Con qué frecuencia preguntas a tu alumnado que: saquen inferencias de lo que han leído?;Metodologías inclusivas para la comprensión lectora y el pensamiento crítico;MEINCLU;Profesores;G3
TC157Q08HA;¿Con qué frecuencia preguntas a tu alumnado que: describan el estilo o la estructura del texto que han leído?;Metodologías inclusivas para la comprensión lectora y el pensamiento crítico;MEINCLU;Profesores;G3
TC157Q09HA;¿Con qué frecuencia preguntas a tu alumnado que: determinen la perspectiva u objetivo del autor?;Metodologías inclusivas para la comprensión lectora y el pensamiento crítico;MEINCLU;Profesores;G3
TC169Q01HA;En este curso escolar, ¿con qué frecuencia has usado para enseñar: software de tutorias o programas de prácticas?;Metodologías basadas en las TIC;METICD;Profesores;G3
TC169Q02HA;En este curso escolar, ¿con qué frecuencia has usado para enseñar: juegos de aprendizaje digitales?;Metodologías basadas en las TIC;METICD;Profesores;G3
TC169Q03HA;En este curso escolar, ¿con qué frecuencia has usado para enseñar: procesadores de texto o software para presentaciones ?;Metodologías basadas en las TIC;METICD;Profesores;G3
TC169Q04HA;En este curso escolar, ¿con qué frecuencia has usado para enseñar: hojas de cáculo (por jemplo, Microsoft Excel)?;Metodologías basadas en las TIC;METICD;Profesores;G3
TC169Q05HA;En este curso escolar, ¿con qué frecuencia has usado para enseñar:  herramientas de producción multimedia?;Metodologías basadas en las TIC;METICD;Profesores;G3
TC169Q06HA;En este curso escolar, ¿con qué frecuencia has usado para enseñar: sofware de mapas conceptuales (por ejemplo Inspiration, Webspiration?;Metodologías basadas en las TIC;METICD;Profesores;G3
TC169Q07HA;En este curso escolar, ¿con qué frecuencia has usado para enseñar: herramientas de monitoreo o registro de datos?;Metodologías basadas en las TIC;METICD;Profesores;G3
TC169Q08HA;En este curso escolar, ¿con qué frecuencia has usado para enseñar: sofware de simulación o modelaje?;Metodologías basadas en las TIC;METICD;Profesores;G3
TC169Q09HA;En este curso escolar, ¿con qué frecuencia has usado para enseñar: redes sociales (por ejemplo, Facebook, Twitter);Metodologías basadas en las TIC;METICD;Profesores;G3
TC169Q10HA;En este curso escolar, ¿con qué frecuencia has usado para enseñar: sofware para comunicarse (por ejemplo, e-mail, blog);Metodologías basadas en las TIC;METICD;Profesores;G3
TC169Q11HA;En este curso escolar, ¿con qué frecuencia has usado para enseñar: recursos de información basados en el ordenador?;Metodologías basadas en las TIC;METICD;Profesores;G3
TC169Q12HA;En este curso escolar, ¿con qué frecuencia has usado para enseñar: recursos de aprendizaje digital interactivo (por ejemplo, objetos de enseñanza)?;Metodologías basadas en las TIC;METICD;Profesores;G3
TC169Q13HA;En este curso escolar, ¿con qué frecuencia has usado para enseñar: software para hacer gráficos y dibujar?;Metodologías basadas en las TIC;METICD;Profesores;G3
TC169Q14HA;En este curso escolar, ¿con qué frecuencia has usado para enseñar: Portafolios digitales?;Metodologías basadas en las TIC;METICD;Profesores;G3
TC168Q01HA;Durante el último mes, ¿has pedido al alumnado que usen dispositivos digitales para: buscar información online sobre una temática?;Metodologías basadas en las TIC;METICD;Profesores;G3
TC168Q02HA;Durante el último mes, ¿has pedido al alumnado que usen dispositivos digitales para: trabajos de larga duración (por ejemplo, durante varias semanas)?;Metodologías basadas en las TIC;METICD;Profesores;G3
TC168Q03HA;Durante el último mes, ¿has pedido al alumnado que usen dispositivos digitales para: tareas cortas (por ejemplo dentro de la misma semana)?;Metodologías basadas en las TIC;METICD;Profesores;G3
TC168Q04HA;Durante el último mes, ¿has pedido al alumnado que usen dispositivos digitales para: trabajar a su propio ritmo?;Metodologías basadas en las TIC;METICD;Profesores;G3
TC168Q05HA;Durante el último mes, ¿has pedido al alumnado que usen dispositivos digitales para: trabajar con material individualizado?;Metodologías basadas en las TIC;METICD;Profesores;G3
TC168Q06HA;Durante el último mes, ¿has pedido al alumnado que usen dispositivos digitales para: planificar sus propias activades de enseñanza?;Metodologías basadas en las TIC;METICD;Profesores;G3
TC168Q07HA;Durante el último mes, ¿has pedido al alumnado que usen dispositivos digitales para: para deberes o trabajos escolares?;Metodologías basadas en las TIC;METICD;Profesores;G3
TC168Q08HA;Durante el último mes, ¿has pedido al alumnado que usen dispositivos digitales para: prácticaso entrenamientos?;Metodologías basadas en las TIC;METICD;Profesores;G3
TC168Q09HA;Durante el último mes, ¿has pedido al alumnado que usen dispositivos digitales para: coordinarse con otros estudiantes en trabajos de clase?;Metodologías basadas en las TIC;METICD;Profesores;G3
TC168Q10HA;Durante el último mes, ¿has pedido al alumnado que usen dispositivos digitales para: seguir las clases o materiales perdidas?;Metodologías basadas en las TIC;METICD;Profesores;G3
TC168Q11HA;Durante el último mes, ¿has pedido al alumnado que usen dispositivos digitales para: leer textos en dispositivos electrónicos en vez de en versiones de papel?;Metodologías basadas en las TIC;METICD;Profesores;G3
TC168Q12HA;Durante el último mes, ¿has pedido al alumnado que usen dispositivos digitales para: escribir un texto en un blog o una wiki?;Metodologías basadas en las TIC;METICD;Profesores;G3
TC185Q01HA;Necesidades actuales para tu desarrollo profesional: conocimientos y entendimiento sobre el campo de mi(s) asignatura(s);Necesidades formativas;NECEFOR;Profesores;G3
TC185Q02HA;Necesidades actuales para tu desarrollo profesional: competencias pedagógicas en la enseñanza de mi(s) asignatura(s);Necesidades formativas;NECEFOR;Profesores;G3
TC185Q03HA;Necesidades actuales para tu desarrollo profesional: conocimiento del currículo;Necesidades formativas;NECEFOR;Profesores;G3
TC185Q04HA;Necesidades actuales para tu desarrollo profesional: prácticas de evaluación al alumnado;Necesidades formativas;NECEFOR;Profesores;G3
TC185Q05HA;Necesidades actuales para tu desarrollo profesional: habilidades TIC para la enseñanza;Necesidades formativas;NECEFOR;Profesores;G3
TC185Q06HA;Necesidades actuales para tu desarrollo profesional: compartamiento del alumnado y gestión del aula;Necesidades formativas;NECEFOR;Profesores;G3
TC185Q07HA;Necesidades actuales para tu desarrollo profesional: gestión y administración escolar;Necesidades formativas;NECEFOR;Profesores;G3
TC185Q08HA;Necesidades actuales para tu desarrollo profesional: enfoques de aprendizaje individualizado;Necesidades formativas;NECEFOR;Profesores;G3
TC185Q09HA;Necesidades actuales para tu desarrollo profesional: enseñanza de alumando con necesidades educativas específicas;Necesidades formativas;NECEFOR;Profesores;G3
TC185Q10HA;Necesidades actuales para tu desarrollo profesional: enseñanza en entornos multiculturales o multilingües;Necesidades formativas;NECEFOR;Profesores;G3
TC185Q11HA;Necesidades actuales para tu desarrollo profesional: enseñanza de capacidades transversales (por ejemplo, resolución de conflictos, aprender a aprender);Necesidades formativas;NECEFOR;Profesores;G3
TC185Q12HA;Necesidades actuales para tu desarrollo profesional: orientación educativa y monitoreo del alumnado;Necesidades formativas;NECEFOR;Profesores;G3
TC185Q13HA;Necesidades actuales para tu desarrollo profesional: evaluación interna o autoevaluación de los colegios;Necesidades formativas;NECEFOR;Profesores;G3
TC185Q14HA;Necesidades actuales para tu desarrollo profesional: uso de los resultados de evaluación;Necesidades formativas;NECEFOR;Profesores;G3
TC185Q15HA;Necesidades actuales para tu desarrollo profesional: cooperación entre docentes y familias;Necesidades formativas;NECEFOR;Profesores;G3
TC185Q16HA;Necesidades actuales para tu desarrollo profesional: enseñanza de una segunda lengua;Necesidades formativas;NECEFOR;Profesores;G3
TC185Q17HA;Necesidades actuales para tu desarrollo profesional: comunicación con personas de diferentes culturas o países;Necesidades formativas;NECEFOR;Profesores;G3
TC185Q18HA;Necesidades actuales para tu desarrollo profesional: enseñanza sobre equidad y diversidad;Necesidades formativas;NECEFOR;Profesores;G3
TC196Q02HA;De acuerdo:  los/as menores migrantes deben tener las mismas oportunidades educativas que otros menores en ese país;Opinión sobre derechos de las personas migrantes;OPIMIGR;Profesores;G3
TC196Q03HA;De acuerdo: los migrantes que viven un país durante varios años deben tener la oportunidad de votar en las elecciones;Opinión sobre derechos de las personas migrantes;OPIMIGR;Profesores;G3
TC196Q04HA;De acuerdo: los migrantes deben tener la oportunidad de continuar con sus costumbres y modo de vida;Opinión sobre derechos de las personas migrantes;OPIMIGR;Profesores;G3
TC196Q05HA;De acuerdo: los migrantes deben tener los mismos derechos que cualquier otra persona en ese país;Opinión sobre derechos de las personas migrantes;OPIMIGR;Profesores;G3
TC043Q01NA;¿Los padres están informados sobre la disponibilidad y contenido del currículo de lengua castellana?;Participación de las familias en aspectos curriculares;PARTIFAM;Profesores;G3
TC028Q01NA;El proceso de enseñanza en el colegio se ve obstaculizada por: falta de profesorado;Percepción de las dificultades en la enseñanza;PERDIEN;Profesores;G3
TC028Q02NA;El proceso de enseñanza en el colegio se ve obstaculizada por: inadecuada o pobre cualificación del personal docente;Percepción de las dificultades en la enseñanza;PERDIEN;Profesores;G3
TC028Q03NA;El proceso de enseñanza en el colegio se ve obstaculizada por: falta de personal administrativo;Percepción de las dificultades en la enseñanza;PERDIEN;Profesores;G3
TC028Q04NA;El proceso de enseñanza en el colegio se ve obstaculizada por: inadecuada o pobre cualificación del personal administrativo;Percepción de las dificultades en la enseñanza;PERDIEN;Profesores;G3
TC028Q05NA;El proceso de enseñanza en el colegio se ve obstaculizada por: falta de materiales didácticos;Percepción de las dificultades en la enseñanza;PERDIEN;Profesores;G3
TC028Q06NA;El proceso de enseñanza en el colegio se ve obstaculizada por: inadecuada o pobre calidad de los materiales didácticos;Percepción de las dificultades en la enseñanza;PERDIEN;Profesores;G3
TC028Q07NA;El proceso de enseñanza en el colegio se ve obstaculizada por: falta de infraestructura física;Percepción de las dificultades en la enseñanza;PERDIEN;Profesores;G3
TC028Q08NA;El proceso de enseñanza en el colegio se ve obstaculizada por:  inadecuada o pobre calidad de la infraestructura física;Percepción de las dificultades en la enseñanza;PERDIEN;Profesores;G3
TC207Q01HA;En tus clases, ¿tienes la oportunidad de promover las siguientes capacidades: comunicarse con personas de diferentes culturas?;Promover la diversidad cultural;PRODICUL;Profesores;G3
TC207Q02HA;En tus clases, ¿tienes la oportunidad de promover las siguientes capacidades: conocimiento de otras culturas?;Promover la diversidad cultural;PRODICUL;Profesores;G3
TC207Q03HA;En tus clases, ¿tienes la oportunidad de promover las siguientes capacidades: apertura hacia las personas de otros bagajes culturales?;Promover la diversidad cultural;PRODICUL;Profesores;G3
TC207Q04HA;En tus clases, ¿tienes la oportunidad de promover las siguientes capacidades: respeto por la diversidad cultural?;Promover la diversidad cultural;PRODICUL;Profesores;G3
TC207Q05HA;En tus clases, ¿tienes la oportunidad de promover las siguientes capacidades: idiomas extranjeros?;Promover la diversidad cultural;PRODICUL;Profesores;G3
TC182Q01HA;¿En tu colegio hay programas especiales para: alumnado con necesidades educativas específicas?;Programas para la diversidad;PRODIV;Profesores;G3
TC182Q02HA;¿En tu colegio hay programas especiales para: estudiantes cuya lengua materna es diferente a la lengua castellana?;Programas para la diversidad;PRODIV;Profesores;G3
TC182Q03HA;¿En tu colegio hay programas especiales para: estudiantes con problemas con la lectura?;Programas para la diversidad;PRODIV;Profesores;G3
TC207Q06HA;En tus clases, ¿tienes la oportunidad de promover las siguientes capacidades: capacidad de pensamiento crítico?;Promover el pensamiento crítico hacia problemas globales;PROGLOD;Profesores;G3
TC178Q01HA;En tus clases, ¿Incluyes tematicas de: cambio climático y calentamiento global?;Promover el pensamiento crítico hacia problemas globales;PROGLOD;Profesores;G3
TC178Q02HA;En tus clases, ¿Incluyes temáticas de: salud global (por ejemplo, epidemias)?;Promover el pensamiento crítico hacia problemas globales;PROGLOD;Profesores;G3
TC178Q04HA;En tus clases, ¿Incluyes temáticas de: migraciones (movimientos de las personas)?;Promover el pensamiento crítico hacia problemas globales;PROGLOD;Profesores;G3
TC178Q07HA;En tus clases, ¿Incluyes temáticas de: conflictos internacionales?;Promover el pensamiento crítico hacia problemas globales;PROGLOD;Profesores;G3
TC178Q08HA;En tus clases, ¿Incluyes temáticas de: hambre o malnutrición en diferentes partes del mundo?;Promover el pensamiento crítico hacia problemas globales;PROGLOD;Profesores;G3
TC178Q09HA;En tus clases, ¿Incluyes temáticas de: causas de la pobreza?;Promover el pensamiento crítico hacia problemas globales;PROGLOD;Profesores;G3
TC178Q12HA;En tus clases, ¿Incluyes temáticas de: igualdad entre hombres y mujeres en diferentes partes del mundo?;Promover el pensamiento crítico hacia problemas globales;PROGLOD;Profesores;G3
TC206Q01HA;En tu educación y prácticas como docente: ¿has recibido formación sobre comunicación intercultural?;Soft skills adquiridas en su formación;SSKILL;Profesores;G3
TC206Q02HA;En tu educación y prácticas como docente: ?has recibido formación sobre estrategias de resolución de conflictos?;Soft skills adquiridas en su formación;SSKILL;Profesores;G3
TC206Q03HA;En tu educación y prácticas como docente: ¿has recbido formación sobre el role que la educación puede jugar en la confrontación de...? ;Soft skills adquiridas en su formación;SSKILL;Profesores;G3
TC206Q04HA;En tu educación y prácticas como docente: ¿has estudiado enfoques y técnicas de enseñanza que respondan a aspectos culturales?;Soft skills adquiridas en su formación;SSKILL;Profesores;G3
TC206Q05HA;En tu educación y prácticas como docente: ¿has recibido formación sobre la enseñanza en clases multiculturales?;Soft skills adquiridas en su formación;SSKILL;Profesores;G3
TC002Q01NA;¿Cuántos años tienes?;¿Cuántos años tienes?;TC002Q01NA;Profesores;G3
TC184Q01HA;¿Tu colegio tiene alguna política/estrategia en el uso de dispositivos electrónicos en la enseñanza?;Inclusión de las TIC en el aula;TICAU;Profesores;G3
TC176Q01HA;¿Con qué frecuencia incluyes: lectura de correos electrónicos?;Inclusión de las TIC en el aula;TICAU;Profesores;G3
TC176Q02HA;¿Con qué frecuencia incluyes: chat on line (por ejemplo, Whatsapp, Messenger)?;Inclusión de las TIC en el aula;TICAU;Profesores;G3
TC176Q03HA;¿Con qué frecuencia incluyes: lectura de noticias/periodicos digitales?;Inclusión de las TIC en el aula;TICAU;Profesores;G3
TC176Q05HA;¿Con qué frecuencia incluyes: búsqueda de información online sobre algún tema concreto?;Inclusión de las TIC en el aula;TICAU;Profesores;G3
TC176Q06HA;¿Con qué frecuencia incluyes: participar en grupos de discusión o foros digitales?;Inclusión de las TIC en el aula;TICAU;Profesores;G3
TC176Q07HA;¿Con qué frecuencia incluyes: búsqueda de información práctica online (por ejemplo, horarios, eventos, consejos, recetas)?;Inclusión de las TIC en el aula;TICAU;Profesores;G3
TC007Q01NA;¿Cuántos años de de experiencia laboral tienes? Año(s) trabajados como docente en este colegio;Tiempo Experiencia;TIEXP;Profesores;G3
TC007Q02NA;¿Cuántos años de de experiencia laboral tienes? Año(s) trabajados como docente en total;Tiempo Experiencia;TIEXP;Profesores;G3
TC031Q04NA;Cooperación entre docentes: discutimos sobre los requisitos de  rendimiento al establecer las evaluaciones;Trabajo colaborativo con otros docentes ;TRACOLDO;Profesores;G3
TC031Q11NA;Cooperación entre docentes: discutimos sobre los criterios a usar en las evaluaciones por escrito de este curso;Trabajo colaborativo con otros docentes ;TRACOLDO;Profesores;G3
TC031Q13NA;Cooperación entre docentes: intercambiamos tareas para las lecciones y deberes que cubren diferentes rangos de niveles de dificultad;Trabajo colaborativo con otros docentes ;TRACOLDO;Profesores;G3
TC031Q14NA;Cooperación entre docentes: preparo unidades didácticas con mis colegas de lengua castellana;Trabajo colaborativo con otros docentes ;TRACOLDO;Profesores;G3
TC031Q15NA;Cooperación entre docentes: discutimos sobre las maneras de enseñar tecnicas y estrategias de aprendizaje al alumnado;Trabajo colaborativo con otros docentes ;TRACOLDO;Profesores;G3
TC031Q18NA;Cooperación entre docentes:  mis compañeros docentes de se benefician de mis habilidades e intereses específicos;Trabajo colaborativo con otros docentes ;TRACOLDO;Profesores;G3
TC031Q20NA;Cooperación entre docentes: discutimos sobre las mejores maneras de identificar las fortalezas y debilidades del alumnado a nivel individual;Trabajo colaborativo con otros docentes ;TRACOLDO;Profesores;G3
TC155Q02HA;En tus clases, ¿con que frecuencia enseñas: estrategias para resumir?;Utilización de estrategias de análisis y comprensión lectora ;UTLECCA;Profesores;G3
TC155Q03HA;En tus clases, ¿con que frecuencia enseñas: conectar textos con el aprendizaje previo?;Utilización de estrategias de análisis y comprensión lectora ;UTLECCA;Profesores;G3
TC155Q04HA;En tus clases, ¿con que frecuencia enseñas: monitoreo de la comprensión?;Utilización de estrategias de análisis y comprensión lectora ;UTLECCA;Profesores;G3
TC155Q05HA;En tus clases, ¿con que frecuencia enseñas: adaptaciones en el modo de leer dependiendo del objetivo de la lectura?;Utilización de estrategias de análisis y comprensión lectora ;UTLECCA;Profesores;G3
TC155Q06HA;En tus clases, ¿con que frecuencia enseñas: evaluar la credibilidad de la información disponible en Internet?;Utilización de estrategias de análisis y comprensión lectora en internet;UTLECIN;Profesores;G3
TC155Q07HA;En tus clases, ¿con que frecuencia enseñas: buscar y seleccionar información relevante en Internet?;Utilización de estrategias de análisis y comprensión lectora en internet;UTLECIN;Profesores;G3
TC166Q01HA;"En tus clases, ¿alguna vez has enseñado:  cómo usar palabras claves cuando se están usando buscadores como ""Google"" ""Yahoo"", etc?";Utilización de estrategias de análisis y comprensión lectora en internet;UTLECIN;Profesores;G3
TC166Q02HA;En tus clases, ¿alguna vez has enseñado: cómo decidir si puedes confiar en la información de Internet?;Utilización de estrategias de análisis y comprensión lectora en internet;UTLECIN;Profesores;G3
TC166Q03HA;En tus clases, ¿alguna vez has enseñado:  cómo comparar diferentes páginas web y decidir que información es más...;Utilización de estrategias de análisis y comprensión lectora en internet;UTLECIN;Profesores;G3
TC166Q04HA;En tus clases, ¿alguna vez has enseñado: entender las consecuencias de publicar información...;Utilización de estrategias de análisis y comprensión lectora en internet;UTLECIN;Profesores;G3
TC166Q05HA;En tus clases, ¿alguna vez has enseñado:  cómo usar la breve descripción debajo de los enlaces en la lista de resultados de ..?;Utilización de estrategias de análisis y comprensión lectora en internet;UTLECIN;Profesores;G3
TC166Q06HA;En tus clases, ¿alguna vez has enseñado:  cómo detectar si la información es subjetiva o sesgada?;Utilización de estrategias de análisis y comprensión lectora en internet;UTLECIN;Profesores;G3
TC166Q07HA;En tus clases, ¿alguna vez has enseñado: cómo detectar alguna estafa en Internet o correos electrónicos no deseados?;Utilización de estrategias de análisis y comprensión lectora en internet;UTLECIN;Profesores;G3
