Codigo;Descripcion;DescripcionGrupo;CodigoGrupo;Cuestionario;CodigoGrupo2;;;
FISCED;Nivel educativo del padre (ISCED);Educación de la familia;EDUFAM;Estudiantes;G1;;;
HISCED;Nivel de estudios más alto de mis padres;Educación de la familia;EDUFAM;Estudiantes;G1;;;
PARED;Índice la educación de los padres más alta en años de escolarización;Educación de la familia;EDUFAM;Estudiantes;G1;;;
MISCED_D;Educación de la madre - definición alternativa (ISCED);Educación de la familia;EDUFAM;Estudiantes;G1;;;
FISCED_D;Educación del padre - definición alternativa (ISCED);Educación de la familia;EDUFAM;Estudiantes;G1;;;
HISCED_D;Nivel de estudios más alto de mis padres - definición alternativa (ISCED);Educación de la familia;EDUFAM;Estudiantes;G1;;;
PAREDINT;Índice más alto de la educación de los padres (años internacionales por la escla de escolarización);Educación de la familia;EDUFAM;Estudiantes;G1;;;
BMMJ1;ISEI de madre;Educación de la familia;EDUFAM;Estudiantes;G1;;;
BFMJ2;ISEI de padre;Educación de la familia;EDUFAM;Estudiantes;G1;;;
FL150Q01TA;Aprendizaje de cómo administrar tu dinero en un curso: en el colegio, hay una asignatura o curso específicamente sobre cómo administrar tu dinero;Educación financiera;EDUFINACO;Estudiantes;G1;;;
FL150Q02TA;Aprendizaje de cómo administrar tu dinero en un curso: en el colegio como parte de una asignatura o curso;Educación financiera;EDUFINACO;Estudiantes;G1;;;
FL150Q03TA;Aprendizaje de cómo administrar tu dinero en un curso: en una actividad fuera del colegio;Educación financiera;EDUFINACO;Estudiantes;G1;;;
FL151Q01HA;Libros de texto utilizados en los últimos 12 meses: ¿has tenido libros de texto específicos sobre asuntos económicos?;Educación financiera;EDUFINACO;Estudiantes;G1;;;
FL151Q02HA;Libros de texto utilizados en los últimos 12 meses: ¿has tenido libros de texto de otras asignaturas que discuta sobre asuntos económicos?;Educación financiera;EDUFINACO;Estudiantes;G1;;;
FL164Q01HA;En las clases de los últimos 12 meses, ¿has escuchado, o aprendido, sobre los siguientes términos: pago de intereses?;Educación financiera;EDUFINACO;Estudiantes;G1;;;
FL164Q02HA;En las clases de los últimos 12 meses, ¿has escuchado, o aprendido, sobre los siguientes términos: interés compuesto?;Educación financiera;EDUFINACO;Estudiantes;G1;;;
FL164Q03HA;En las clases de los últimos 12 meses, ¿has escuchado, o aprendido, sobre los siguientes términos: tipo de cambio?;Educación financiera;EDUFINACO;Estudiantes;G1;;;
FL164Q04HA;En las clases de los últimos 12 meses, ¿has escuchado, o aprendido, sobre los siguientes términos: depreciación?;Educación financiera;EDUFINACO;Estudiantes;G1;;;
FL164Q05HA;En las clases de los últimos 12 meses, ¿has escuchado, o aprendido, sobre los siguientes términos: acciones?;Educación financiera;EDUFINACO;Estudiantes;G1;;;
FL164Q06HA;En las clases de los últimos 12 meses, ¿has escuchado, o aprendido, sobre los siguientes términos: retorno de inversión?;Educación financiera;EDUFINACO;Estudiantes;G1;;;
FL164Q07HA;En las clases de los últimos 12 meses, ¿has escuchado, o aprendido, sobre los siguientes términos: dividendos?;Educación financiera;EDUFINACO;Estudiantes;G1;;;
FL164Q08HA;En las clases de los últimos 12 meses, ¿has escuchado, o aprendido, sobre los siguientes términos: diversificación?;Educación financiera;EDUFINACO;Estudiantes;G1;;;
FL164Q09HA;En las clases de los últimos 12 meses, ¿has escuchado, o aprendido, sobre los siguientes términos: tarjeta de débito?;Educación financiera;EDUFINACO;Estudiantes;G1;;;
FL164Q10HA;En las clases de los últimos 12 meses, ¿has escuchado, o aprendido, sobre los siguientes términos: préstamo de banco?;Educación financiera;EDUFINACO;Estudiantes;G1;;;
FL164Q11HA;En las clases de los últimos 12 meses, ¿has escuchado, o aprendido, sobre los siguientes términos: plan de pensión?;Educación financiera;EDUFINACO;Estudiantes;G1;;;
FL164Q12HA;En las clases de los últimos 12 meses, ¿has escuchado, o aprendido, sobre los siguientes términos: presupuesto?;Educación financiera;EDUFINACO;Estudiantes;G1;;;
FL164Q13HA;En las clases de los últimos 12 meses, ¿has escuchado, o aprendido, sobre los siguientes términos: sueldo?;Educación financiera;EDUFINACO;Estudiantes;G1;;;
FL164Q14HA;En las clases de los últimos 12 meses, ¿has escuchado, o aprendido, sobre los siguientes términos: emprendimiento?;Educación financiera;EDUFINACO;Estudiantes;G1;;;
FL164Q15HA;En las clases de los últimos 12 meses, ¿has escuchado, o aprendido, sobre los siguientes términos: banco central?;Educación financiera;EDUFINACO;Estudiantes;G1;;;
FL164Q16HA;En las clases de los últimos 12 meses, ¿has escuchado, o aprendido, sobre los siguientes términos: impuesto sobre la renta?;Educación financiera;EDUFINACO;Estudiantes;G1;;;
FL164Q17HA;En las clases de los últimos 12 meses, ¿has escuchado, o aprendido, sobre los siguientes términos: swap de incumplimiento de crédito?;Educación financiera;EDUFINACO;Estudiantes;G1;;;
FL164Q18HA;En las clases de los últimos 12 meses, ¿has escuchado, o aprendido, sobre los siguientes términos: opción de compra?;Educación financiera;EDUFINACO;Estudiantes;G1;;;
FL165Q01HA;Tipos de problemas encontrados sobre asuntos económicos: durante la clase de matemáticas;Educación financiera;EDUFINACO;Estudiantes;G1;;;
FL165Q02HA;Tipos de problemas encontrados sobre asuntos económicos: durante otras clases;Educación financiera;EDUFINACO;Estudiantes;G1;;;
FL165Q03HA;Tipos de problemas encontrados sobre asuntos económicos: durante (…) tiempo de clase de un visitante de fuer…?;Educación financiera;EDUFINACO;Estudiantes;G1;;;
FL165Q04HA;Tipos de problemas encontrados sobre asuntos económicos: durante actividades extraescolares fuera del horario escolar;Educación financiera;EDUFINACO;Estudiantes;G1;;;
FL166Q01HA;Encontrado en alguna lección de clase en los últimos 12 meses: descripción del propósito y uso del dinero;Educación financiera;EDUFINACO;Estudiantes;G1;;;
FL166Q02HA;Encontrado en alguna lección de clase en los últimos 12 meses: explorando las diferencias entre el gasto de dinero entre necesidades y deseos;Educación financiera;EDUFINACO;Estudiantes;G1;;;
FL166Q03HA;Encontrado en alguna lección de clase en los últimos 12 meses: explorando las diferencias entre el gasto de dinero entre necesidades y deseos;Educación financiera;EDUFINACO;Estudiantes;G1;;;
FL166Q05HA;Encontrado en alguna lección de clase en los últimos 12 meses: hablar sobre los derechos de los consumidores al tratar con (…);Educación financiera;EDUFINACO;Estudiantes;G1;;;
FL166Q06HA;Encontrado en alguna lección de clase en los últimos 12 meses: Discutiendo las formas en que el dinero se invierte en las acciones…;Educación financiera;EDUFINACO;Estudiantes;G1;;;
FL166Q07HA;Encontrado en alguna lección de clase en los últimos 12 meses: analizando anuncios para entender cómo fomentan…;Educación financiera;EDUFINACO;Estudiantes;G1;;;
FL153Q01HA;Obtener información sobre asuntos económicos (gasto, ahorro, bancos, inversión): padres/tutores u otros familiares adultos;Educación financiera;EDUFINACO;Estudiantes;G1;;;
FL153Q02HA;Obtener información sobre asuntos económicos (gasto, ahorro, bancos, inversión): amigos;Educación financiera;EDUFINACO;Estudiantes;G1;;;
FL153Q03HA;Obtener información sobre asuntos económicos (gasto, ahorro, bancos, inversión): televisión o radio;Educación financiera;EDUFINACO;Estudiantes;G1;;;
FL153Q04HA;Obtener información sobre asuntos económicos (gasto, ahorro, bancos, inversión): Internet;Educación financiera;EDUFINACO;Estudiantes;G1;;;
FL153Q05HA;Obtener información sobre asuntos económicos (gasto, ahorro, bancos, inversión): revistas;Educación financiera;EDUFINACO;Estudiantes;G1;;;
FL153Q06HA;Obtener información sobre asuntos económicos (gasto, ahorro, bancos, inversión): profesores;Educación financiera;EDUFINACO;Estudiantes;G1;;;
FL167Q01HA;Hablar sobre lo siguiente con tus padres (o tutores o familiares): tus decisiones de gasto;Educación financiera en casa;EDUFINACA;Estudiantes;G2;;;
FL167Q02HA;Hablar sobre lo siguiente con tus padres (o tutores o familiares): tus decisiones de ahorro;Educación financiera en casa;EDUFINACA;Estudiantes;G2;;;
FL167Q03HA;Hablar sobre lo siguiente con tus padres (o tutores o familiares): presupuesto familiar;Educación financiera en casa;EDUFINACA;Estudiantes;G2;;;
FL167Q04HA;Hablar sobre lo siguiente con tus padres (o tutores o familiares): dinero por las cosas que quieres comprar;Educación financiera en casa;EDUFINACA;Estudiantes;G2;;;
FL167Q05HA;Hablar sobre lo siguiente con tus padres (o tutores o familiares): noticias relacionadas con economía y finanzas;Educación financiera en casa;EDUFINACA;Estudiantes;G2;;;
FL156Q01TA;¿Consigues dinero de alguna de estas fuentes? Paga por hacer tareas domésticas ;Educación financiera en casa;EDUFINACA;Estudiantes;G2;;;
FL156Q02TA;¿Consigues dinero de alguna de estas fuentes? Paga, sin tener que hacer estas tareas;Educación financiera en casa;EDUFINACA;Estudiantes;G2;;;
FL156Q03TA;¿Consigues dinero de alguna de estas fuentes? Trabajar fuera del horario escolar (por ejemplo, trabajo en vacaciones, trabajo de media jornada);Educación financiera en casa;EDUFINACA;Estudiantes;G2;;;
FL156Q04TA;¿Consigues dinero de alguna de estas fuentes? Trabajar en un negocio familiar;Educación financiera en casa;EDUFINACA;Estudiantes;G2;;;
FL156Q05TA;¿Consigues dinero de alguna de estas fuentes? Trabajos ocasionales informales (por ejemplo, cuidar niños o cuidar jardines);Educación financiera en casa;EDUFINACA;Estudiantes;G2;;;
FL156Q06TA;¿Consigues dinero de alguna de estas fuentes? Regalos de amigos o familiares;Educación financiera en casa;EDUFINACA;Estudiantes;G2;;;
FL156Q07HA;¿Consigues dinero de alguna de estas fuentes? Vender cosas (por ejmplo, mercados locales u on-line (Ebay);Educación financiera en casa;EDUFINACA;Estudiantes;G2;;;
FL159Q01HA;De acuerdo: puedo decidir independientemente en que gastar mi dinero;Educación financiera en casa;EDUFINACA;Estudiantes;G2;;;
FL159Q02HA;De acuerdo: puedo gastar pequeñas cantidades de mi dinero de manera independiente, pero para cantidades grandes tengo que pedir permiso a mis padres o …;Educación financiera en casa;EDUFINACA;Estudiantes;G2;;;
FL159Q03HA;De acuerdo: necesito preguntar a mis padres o tutores antes de gastar dinero por mi cuenta;Educación financiera en casa;EDUFINACA;Estudiantes;G2;;;
FL159Q04HA;De acuerdo: soy responsable de mis propios asuntos económicos (por ejemplo, prevenir un robo);Educación financiera en casa;EDUFINACA;Estudiantes;G2;;;
ST166Q01HA;¿Cómo de apropiado es la reacción a este correo electrónico?: Responder el correo electrónico y preguntar por más información sobre el teléfono inteligente;Educación tecnológica;EDUTECCO;Estudiantes;G2;;;
ST166Q02HA;¿Cómo de apropiado es la reacción a este correo electrónico?: verificar la dirección de e-mail de remitente;Educación tecnológica;EDUTECCO;Estudiantes;G2;;;
ST166Q03HA;¿Cómo de apropiado es la reacción a este correo electrónico?: cliquear en el enlace para cumplimentar el formulario lo antes posible;Educación tecnológica;EDUTECCO;Estudiantes;G2;;;
ST166Q04HA;¿Cómo de apropiado es la reacción a este correo electrónico?: borrar el e-mail sin cliquear en el enlace;Educación tecnológica;EDUTECCO;Estudiantes;G2;;;
ST166Q05HA;¿Cómo de apropiado es la reacción a este correo electrónico?: verificar la página web del operador de teléfonos móviles para ver si…;Educación tecnológica;EDUTECCO;Estudiantes;G2;;;
ST158Q01HA;¿Te han enseñado en el colegio cómo usar keywords (palabras claves) cuando usas herramientas de búsqueda como Google, Yahoo, etc? ;Educación tecnológica en el centro educativo;EDUTECCEN;Estudiantes;G2;;;
ST158Q02HA;¿Te han enseñado en el colegio cómo decidir si  la información en Internet es veraz?;Educación tecnológica en el centro educativo;EDUTECCEN;Estudiantes;G2;;;
ST158Q03HA;¿Te han enseñado en el colegio cómo comparar diferentes páginas webs y decidir qué información es más relevante para tus tareas escolares? ;Educación tecnológica en el centro educativo;EDUTECCEN;Estudiantes;G2;;;
ST158Q04HA;¿Te han enseñado en el colegio a entender las consecuencias de hacer pública información disponibles en la red de Facebool, …?;Educación tecnológica en el centro educativo;EDUTECCEN;Estudiantes;G2;;;
ST158Q05HA;¿Te han enseñado en el colegio cómo usar las breves descripciones que aparecen debajo de los enlances de los listados de b´suqueda?;Educación tecnológica en el centro educativo;EDUTECCEN;Estudiantes;G2;;;
ST158Q06HA;¿Te han enseñado en el colegio cómo detectar si la información es subjetiva o sesgada?;Educación tecnológica en el centro educativo;EDUTECCEN;Estudiantes;G2;;;
ST158Q07HA;¿Te han enseñado en el colegio cómo detectar técnicas de suplantación de identidad (phising) o correo electrónico basura (spam)?;Educación tecnológica en el centro educativo;EDUTECCEN;Estudiantes;G2;;;
WB165Q01HA;¿Cuándo fue la ultima vez que asististe a clase de matemáticas en el colegio?;Emociones relacionadas con la asistencia a clase;EMOASICL;Estudiantes;G2;;;
WB166Q01HA;¿Cómo te sentiste la última vez que asististe a clase de matemáticas en el colegio? Aburrido;Emociones relacionadas con la asistencia a clase;EMOASICL;Estudiantes;G2;;;
WB166Q02HA;¿Cómo te sentiste la última vez que asististe a clase de matemáticas en el colegio? Retado/desafiado;Emociones relacionadas con la asistencia a clase;EMOASICL;Estudiantes;G2;;;
WB166Q03HA;¿Cómo te sentiste la última vez que asististe a clase de matemáticas en el colegio? Nervisoso o en tensión;Emociones relacionadas con la asistencia a clase;EMOASICL;Estudiantes;G2;;;
WB166Q04HA;¿Cómo te sentiste la última vez que asististe a clase de matemáticas en el colegio? Motivado o inspirado;Emociones relacionadas con la asistencia a clase;EMOASICL;Estudiantes;G2;;;
WB168Q01HA;¿Cómo te sentiste la última vez que asististe a clase de lengua en el colegio? Aburrido;Emociones relacionadas con la asistencia a clase;EMOASICL;Estudiantes;G2;;;
WB168Q02HA;¿Cómo te sentiste la última vez que asististe a clase de lengua en el colegio? Retado/desafiado;Emociones relacionadas con la asistencia a clase;EMOASICL;Estudiantes;G2;;;
WB168Q03HA;¿Cómo te sentiste la última vez que asististe a clase de lengua en el colegio? Nervisoso o en tensión;Emociones relacionadas con la asistencia a clase;EMOASICL;Estudiantes;G2;;;
WB168Q04HA;¿Cómo te sentiste la última vez que asististe a clase de lengua en el colegio? Motivado o inspirado;Emociones relacionadas con la asistencia a clase;EMOASICL;Estudiantes;G2;;;
WB177Q01HA;¿Cómo te sentiste la última vez que hiciste deberes/estudiaste para el colegio? Aburrido;Emociones relacionadas con la realización de deberes;EMOASIDE;Estudiantes;G2;;;
WB177Q02HA;¿Cómo te sentiste la última vez que hiciste deberes/estudiaste para el colegio? Retado/desafiado;Emociones relacionadas con la realización de deberes;EMOASIDE;Estudiantes;G2;;;
WB177Q03HA;¿Cómo te sentiste la última vez que hiciste deberes/estudiaste para el colegio? Nervisoso o en tensión;Emociones relacionadas con la realización de deberes;EMOASIDE;Estudiantes;G2;;;
WB177Q04HA;¿Cómo te sentiste la última vez que hiciste deberes/estudiaste para el colegio? Motivado o inspirado;Emociones relacionadas con la realización de deberes;EMOASIDE;Estudiantes;G2;;;
WB178Q01HA;Las siguientes preguntas se refieren al día de ayer: en general, ¿te sientes realizado con algo ayer?;Emociones relacionadas con tu día a día;EMODIA;Estudiantes;G2;;;
WB178Q02HA;Las siguientes preguntas se refieren al día de ayer: ¿fuiste tratado con respeto durante todo el día de ayer?;Emociones relacionadas con tu día a día;EMODIA;Estudiantes;G2;;;
WB178Q03HA;Las siguientes preguntas se refieren al día de ayer: ¿sonreiste o te reiste mucho ayer?;Emociones relacionadas con tu día a día;EMODIA;Estudiantes;G2;;;
WB178Q04HA;Las siguientes preguntas se refieren al día de ayer: ¿aprendiste o hiciste algo interesante ayer?;Emociones relacionadas con tu día a día;EMODIA;Estudiantes;G2;;;
WB178Q05HA;Las siguientes preguntas se refieren al día de ayer: ¿tuviste suficiente energía para hacer las cosas de ayer? ;Emociones relacionadas con tu día a día;EMODIA;Estudiantes;G2;;;
WB178Q06HA;Las siguientes preguntas se refieren al día de ayer: en general, ¿estás satisfecho con lo que hiciste ayer?;Emociones relacionadas con tu día a día;EMODIA;Estudiantes;G2;;;
WB178Q07HA;Las siguientes preguntas se refieren al día de ayer: ¿ayer fue un día normal?;Emociones relacionadas con tu día a día;EMODIA;Estudiantes;G2;;;
WB171Q01HA;Ahora piensa en la última vez que has tenido un recreo entre clases en el colegio. ¿Cómo te has sentido? Feliz;Emociones relacionadas con el tiempo libre en colegio;EMORECOL;Estudiantes;G2;;;
WB171Q02HA;Ahora piensa en la última vez que has tenido un recreo entre clases en el colegio. ¿Cómo te has sentido? Solo;Emociones relacionadas con el tiempo libre en colegio;EMORECOL;Estudiantes;G2;;;
WB171Q03HA;Ahora piensa en la última vez que has tenido un recreo entre clases en el colegio. ¿Cómo te has sentido? Nervisoso y tendo;Emociones relacionadas con el tiempo libre en colegio;EMORECOL;Estudiantes;G2;;;
WB171Q04HA;Ahora piensa en la última vez que has tenido un recreo entre clases en el colegio. ¿Cómo te has sentido? Lleno de energía;Emociones relacionadas con el tiempo libre en colegio;EMORECOL;Estudiantes;G2;;;
WB173Q01HA;¿Cómo te sentiste la última vez que estuviste fuera de tu casa con tus amigos? Aburrido;Emociones relacionadas con el tiempo libre fuera del colegio;EMOREFUCO;Estudiantes;G2;;;
WB173Q02HA;¿Cómo te sentiste la última vez que estuviste fuera de tu casa con tus amigos? Retado/desafiado;Emociones relacionadas con el tiempo libre fuera del colegio;EMOREFUCO;Estudiantes;G2;;;
WB173Q03HA;¿Cómo te sentiste la última vez que estuviste fuera de tu casa con tus amigos? Nervisoso o en tensión;Emociones relacionadas con el tiempo libre fuera del colegio;EMOREFUCO;Estudiantes;G2;;;
WB173Q04HA;¿Cómo te sentiste la última vez que estuviste fuera de tu casa con tus amigos? Motivado o inspirado;Emociones relacionadas con el tiempo libre fuera del colegio;EMOREFUCO;Estudiantes;G2;;;
ST220Q01HA;¿Tienes contacto con personas de otros países? En tu familia;Experiencias propias de diversidad cultural;EXPCUL;Estudiantes;G2;;;
ST220Q02HA;¿Tienes contacto con personas de otros países? En el colegio;Experiencias propias de diversidad cultural;EXPCUL;Estudiantes;G2;;;
ST220Q03HA;¿Tienes contacto con personas de otros países? En tu vecindario;Experiencias propias de diversidad cultural;EXPCUL;Estudiantes;G2;;;
ST220Q04HA;¿Tienes contacto con personas de otros países? En tu círculo de amigos;Experiencias propias de diversidad cultural;EXPCUL;Estudiantes;G2;;;
ST016Q01NA;En general, ¿cómo de satisfecho/a estás con tu vida en estos días?;Expectativas educativas propias (Includ-ed);EXPEPRO;Estudiantes;G2;;;
ST036Q05TA;Pensando en tu colegio: esforzarme en el colegio me ayudará a conseguir un trabajo mejor;Expectativas educativas propias (Includ-ed);EXPEPRO;Estudiantes;G2;;;
ST036Q06TA; Pensando en tu colegio: esforzarme en el colegio me ayudará a entrar en una buena universidad;Expectativas educativas propias (Includ-ed);EXPEPRO;Estudiantes;G2;;;
ST036Q08TA;Pensando en tu colegio: esforzarse en el colegio es importante;Expectativas educativas propias (Includ-ed);EXPEPRO;Estudiantes;G2;;;
ST225Q01HA;¿Crees que superarás? ISCED nivel 2: Educación Secundaria obligatoria (ESO);Expectativas educativas propias (Includ-ed);EXPEPRO;Estudiantes;G2;;;
ST225Q02HA;¿Crees que superarás? ISCED nivel 3B o C: Ciclo Formativo de Grado Medio o curso de acceso al mismo;Expectativas educativas propias (Includ-ed);EXPEPRO;Estudiantes;G2;;;
ST225Q03HA;¿Crees que superarás? ISCED nivel 3A: Bachillerato ;Expectativas educativas propias (Includ-ed);EXPEPRO;Estudiantes;G2;;;
ST225Q05HA;¿Crees que superarás? ISCED nivel 5B: Ciclo Formativo de Grado Superior;Expectativas educativas propias (Includ-ed);EXPEPRO;Estudiantes;G2;;;
ST225Q06HA;¿Crees que superarás? ISCED nivel 5A o 6: Estudios universitarios ;Expectativas educativas propias (Includ-ed);EXPEPRO;Estudiantes;G2;;;
ST097Q01TA;¿Con qué frecuencia durante las clases de lengua: los estudiantes no escuchan lo que dice el docente?;Falta de disciplina en la clase;FALDISC;Estudiantes;G2;;;
ST097Q02TA;¿Con qué frecuencia durante las clases de lengua: hay ruido y desorden?;Falta de disciplina en la clase;FALDISC;Estudiantes;G2;;;
ST097Q03TA;¿Con qué frecuencia durante las clases de lengua: el docente espera mucho tiempo para que los estudiantes se calmen?;Falta de disciplina en la clase;FALDISC;Estudiantes;G2;;;
ST097Q04TA;¿Con qué frecuencia durante las clases de lengua: los estudiantes no pueden trabajar bien?;Falta de disciplina en la clase;FALDISC;Estudiantes;G2;;;
ST097Q05TA;¿Con qué frecuencia durante las clases de lengua: los estudiantes no empiezan a trabajar por un tiempo largo después de que la clase haya comenzado?;Falta de disciplina en la clase;FALDISC;Estudiantes;G2;;;
ST160Q01IA;¿Cómo de de acuerdo o en desacuerdo estás? Solo leo si tengo que hacerrlo.;Habitos de estudios: lectura;HALEC;Estudiantes;G2;;;
ST160Q02IA;¿Cómo de de acuerdo o en desacuerdo estás? Leer es una de mis aficiones favoritas.;Habitos de estudios: lectura;HALEC;Estudiantes;G2;;;
ST160Q03IA;¿Cómo de de acuerdo o en desacuerdo estás? Me gusta hablar sobre libros con otras personas.;Habitos de estudios: lectura;HALEC;Estudiantes;G2;;;
ST160Q04IA;¿Cómo de de acuerdo o en desacuerdo estás? Para mí, la lectura es una pérdida de tiempo.;Habitos de estudios: lectura;HALEC;Estudiantes;G2;;;
ST160Q05IA;¿Cómo de de acuerdo o en desacuerdo estás? Solo leo para conseguir información que necesito. ;Habitos de estudios: lectura;HALEC;Estudiantes;G2;;;
ST167Q01IA;¿Con qué frecuencia lees este tipo de soportes porque tú quieres? Revistas.;Habitos de estudios: lectura;HALEC;Estudiantes;G2;;;
ST167Q02IA;¿Con qué frecuencia lees este tipo de soportes porque tú quieres? Comics (novela gráfica). ;Habitos de estudios: lectura;HALEC;Estudiantes;G2;;;
ST167Q03IA;¿Con qué frecuencia lees este tipo de soportes porque tú quieres? Ficción (novelas, narrativas, historias);Habitos de estudios: lectura;HALEC;Estudiantes;G2;;;
ST167Q04IA;¿Con qué frecuencia lees este tipo de soportes porque tú quieres? No ficción (informativos, documentales);Habitos de estudios: lectura;HALEC;Estudiantes;G2;;;
ST167Q05IA;¿Con qué frecuencia lees este tipo de soportes porque tú quieres? Periódicos.;Habitos de estudios: lectura;HALEC;Estudiantes;G2;;;
ST168Q01HA;¿Cuál de las siguientes afirmaciones describen mejor cómo lees libros (de cualquier tipo)? ;Habitos de estudios: lectura;HALEC;Estudiantes;G2;;;
ST175Q01IA;¿Cuánto tiempo sueles invertir en la lectura por entretenimiento?;Habitos de estudios: lectura;HALEC;Estudiantes;G2;;;
ST176Q01IA;¿Con qué frecuencia lees e-mails?;Habitos de estudios: lectura;HALEC;Estudiantes;G2;;;
ST176Q02IA;¿Con qué frecuencia chateas on-line (Whatsapp, Messsenger)?;Habitos de estudios: lectura;HALEC;Estudiantes;G2;;;
ST176Q03IA;¿Con qué frecuencia lees diarios digitales?;Habitos de estudios: lectura;HALEC;Estudiantes;G2;;;
ST176Q05IA;¿Con qué frecuencia buscas información on-line para aprender sobre un tema en particular?;Habitos de estudios: lectura;HALEC;Estudiantes;G2;;;
ST176Q06IA;¿Con qué frecuencia formas parte de grupos de discusión on-line o forums?;Habitos de estudios: lectura;HALEC;Estudiantes;G2;;;
ST165Q01IA;Utilidad de escribir resúmenes: escribo resúmenes. Luego, verifico que cada párrafo está cubierto en el resumen, …;Habitos de estudios: comprensión lectura;HANLEC;Estudiantes;G2;;;
ST165Q02IA;Utilidad de escribir resúmenes: intento copiar de manera precisa cuantas más frases mejor;Habitos de estudios: comprensión lectura;HANLEC;Estudiantes;G2;;;
ST165Q03IA;Utilidad de escribir resúmenes: antes de escribir un resumen, leo el texto todas las veces posibles;Habitos de estudios: comprensión lectura;HANLEC;Estudiantes;G2;;;
ST165Q04IA;Utilidad de escribir resúmenes: verifico cuidadosamente si los hechos más importantes del texto están representados, ..;Habitos de estudios: comprensión lectura;HANLEC;Estudiantes;G2;;;
ST165Q05IA;Utilidad de escribir resúmenes: leo el texto, subrayando las frases más importantes. Liuego escribo….;Habitos de estudios: comprensión lectura;HANLEC;Estudiantes;G2;;;
ST059Q01TA;Tipicamente se requiere para asistir: número de clases a la semana que se destinan a lengua;Horas de clases;HORCLA;Estudiantes;G2;;;
ST059Q02TA;Tipicamente se requiere para asistir: número de clases a la semana que se destinan a matemáticas;Horas de clases;HORCLA;Estudiantes;G2;;;
ST059Q03TA;Tipicamente se requiere para asistir: número de clases a la semana que se destinan a ciencias;Horas de clases;HORCLA;Estudiantes;G2;;;
ST059Q04HA;Tipicamente se requiere para asistir: número de clases a la semana que se destinan a idiomas extranjeros;Horas de clases;HORCLA;Estudiantes;G2;;;
ST060Q01NA;En una semana entera y normal de colegio, ¿a cuántas clases asisten en total?;Horas de clases;HORCLA;Estudiantes;G2;;;
ST061Q01NA;¿Cuántos minutos, de media, tiene cada clase?;Horas de clases;HORCLA;Estudiantes;G2;;;
ST222Q01HA;Estoy involucrado en: reducir la energía que utilizo en casa para proteger el medio ambiente;Interés y proactividad hacia problemas ambientales;INAMBI;Estudiantes;G2;;;
ST222Q03HA;Estoy involucrado en: elegir ciertos productos por motivos éticos o medioambientales, aunque sean un poco más caros;Interés y proactividad hacia problemas ambientales;INAMBI;Estudiantes;G2;;;
ST222Q04HA;Estoy involucrado en: firmo peticiones/iniciativas medioambientales o sociales on-line;Interés y proactividad hacia problemas ambientales;INAMBI;Estudiantes;G2;;;
ST222Q05HA;Estoy involucrado en: me mantengo informado sobre los eventos mundialesa través de Twitter o Facebook;Interés y proactividad hacia problemas ambientales;INAMBI;Estudiantes;G2;;;
ST222Q06HA;Estoy involucrado en: boicoteo productos o compañias por razones políticas, éticas o medioambientales;Interés y proactividad hacia problemas ambientales;INAMBI;Estudiantes;G2;;;
ST222Q09HA;Estoy involucrado en: participo en actividades a favor de la protección medioambiental;Interés y proactividad hacia problemas ambientales;INAMBI;Estudiantes;G2;;;
ST102Q04TA;¿Con qué frecuencia durante las clases de lengua el profesor nos cuenta lo que vamos a aprender?;Metodologías participativas, activas, asertivas e inclusivas por parte del docente en el proceso de enseñanaza/aprendizaje (DUA);METOPARTI;Estudiantes;G2;;;
ST211Q01HA;En las dos últimas clases de lengua: el profesor me hace sentir confiado de mi habilidad para superar el curso. ;Metodologías participativas, activas, asertivas e inclusivas por parte del docente en el proceso de enseñanaza/aprendizaje (DUA);METOPARTI;Estudiantes;G2;;;
ST211Q02HA;En las dos últimas clases de lengua: el profesor escucha mi punto de vista sobre cómo hacer las cosas. ;Metodologías participativas, activas, asertivas e inclusivas por parte del docente en el proceso de enseñanaza/aprendizaje (DUA);METOPARTI;Estudiantes;G2;;;
ST211Q03HA;En las dos últimas clases de lengua: siento que el profesor me entiende.;Metodologías participativas, activas, asertivas e inclusivas por parte del docente en el proceso de enseñanaza/aprendizaje (DUA);METOPARTI;Estudiantes;G2;;;
ST212Q01HA;¿Con qué frecuencia durante las clases de lengua el profesor adapta el temaria a mis necesidades y conocimientos?;Metodologías participativas, activas, asertivas e inclusivas por parte del docente en el proceso de enseñanaza/aprendizaje (DUA);METOPARTI;Estudiantes;G2;;;
ST212Q02HA;¿Con qué frecuencia durante las clases de lengua el profesor ofrece ayuda individual a los estudiantes con dificultades?;Metodologías participativas, activas, asertivas e inclusivas por parte del docente en el proceso de enseñanaza/aprendizaje (DUA);METOPARTI;Estudiantes;G2;;;
ST212Q03HA;¿Con qué frecuencia durante las clases de lengua el profesor cambia la estructura de la lección en un tema que más…?;Metodologías participativas, activas, asertivas e inclusivas por parte del docente en el proceso de enseñanaza/aprendizaje (DUA);METOPARTI;Estudiantes;G2;;;
ST104Q02NA;¿Con qué frecuencia surante las clases de lengua el profesor me da refuerzo positivo en mis fortalezas sobre el tema tratado?;Metodologías participativas, activas, asertivas e inclusivas por parte del docente en el proceso de enseñanaza/aprendizaje (DUA);METOPARTI;Estudiantes;G2;;;
